sentence,sentiment
원래 가방 스크레치가 이렇게 잘 생기나요?,m
인터로킹은 스크레치에 강한 가죽 재질인데 어떤 식으로 스크래치가 생겼나요.,m
상품이 불량인가요?,m
주문해주신 상품 주문 폭주로 인하여 공장에서 물량이 원활히 공급이 되지 않아 중간에 다른 공장 상품으로 대체되었답니다.,m
가죽이니까 쓰다 보면 늘어나겠지만 1년도 못 쓰고 박음질한 부분이 뜯어질 것 같더라구여 괜찮은 건가요?,m
카드를 넣어놓으면 몇일 후면 가죽이 늘어나서 딱 맞게 됩니다. 카드 칸 실밥이 터져서 문제가 된 적은 한 번도 없었으니 안심하시고 사용하시기 바랍니다.,m
시력교정용이 아닌 블루라이트 차단안경 샀는데 무도 수 맞나요?,m
네 블루라이트 차단 렌즈는 무돗수에 청광차단 기능과 자외선 차단 기능만 가지고 있는 렌즈입니다.,m
확인해보니 재배송되어 받으신 걸로 확인되십니다.,m
바닥천?에 지퍼가 되있는데 원래 지퍼 고리는 없는 건가요?,m
문의주신 내부 바닥 부분 지퍼 고리는 원래 없습니다 그분은 캐리어 AS 시 사용하는 부분으로 그곳은 열어서 사용할 수 없습니다.,m
껴있는 렌즈가 그냥 끼면 안 좋은데 모렌즈 아니고 자외선 차단 렌즈인가요?,m
기본 자외선 차단되는데 모렌즈 맞습니다. 블루라이트 차단 렌즈 추가 하시면 눈에 좋습니다.,m
흠집 흠집 있는 부위가 시계 알?이랑 밴드 연결 부분이요 사진은 찍어뒀는데 설명하려니 제가 쓰면 상관없는데 선물로 줄 거라서요 11일까지 교환 못해 주시면 반품하고 환불할게요 빠른 처리 바랍니다수고하세요,m
9일 발송 예정입니다.,m
갈색 같은데 화면하고 너무 다른 거 아닌가요?,m
유니크가 부분 배송 오늘 되셔서 내일 받으세요 색상의 경우 조금의 차이가 있으니 양해해주세요.,m
사진이랑 색상이 너무 다르네요 원래 이런 건가요?,m
11번의 경우 원래 색상이 아이보리 빛나세요,m
저희 측으로 물건 보내주시면 확인하여 교환 처리해드리도록 하겠습니다.,m
터치가 아예 안 되는데 불량인 건가요?,m
스마트 터치 부분은 환경과 사람의 손 크기의 공간에 따라 작동이 되다 안 되다 할 수 있습니다.,m
이거 원래 핀은 없이 오는 게 맞나요?,m
우선 시계밴드의 경우 시계 핀하고 리무버가 같은 지퍼백으로 해서 출고됩니다.,m
안경 다섯 개 중에 한 개가 완전 불량 안경 집에서 써본다고 택땟는데 어째요?,m
텍을 제거하게 되면 교환 반품이 불가합니다 A/S로 진행되나 배송비 및 비용은 부담입니다양해 부탁드립니다.,m
귀걸이에 자개로 된 부분이 있는데 사용하면 안 될까요?,m
장식 있는 부분은 피해주세요.,m
후기에 비가 새 고 손잡이가 묻는다는데 괜찮은 건가요?,m
저희가 월간 판매량이 10000건이 넘습니다. 그중에서 문제가 되는 경우는 월간 약 10건 정도 됩니다.,m
이거 불량 아닌가요?,m
교환신청해주세요 확인해드리겠습니다.,m
왼쪽 신발이 걸을 때 쉭쉭 소리가 납니다. 일단 급해서 신고 다니긴 하는데 방법이 없을까요?,m
교환을 하셔야 될 듯합니다 중간에 접착이 잘 되지 않아서 발생되는 부분 같습니다.,m
"상품 페이지에는 가방 몸통 부분이랑 주머니 부분이랑색이 동일한데, 제가 받는 건 주머니 부분의 천이 더 진해요 연청에 코백에 중 청주머니 달아놓은 것처럼요 이거왜 이런 가요?",m
문자 확인 후 저희 측으로 사진 첨부 부탁드립니다.,m
스크래치 상품 하자가 심한 가요?,m
미세스크래치로 사용상 이상 없는 상품입니다 더 문의하실 것이 있으면 언제든지 글 남겨 주십시요.,m
아니 무슨 시계가 하루도 안 되서 고장입니까?,m
이런 경우 시계 밧 데리 문제입니다 수입 시계이므로 간혹 밧 데리가 조기 방전된 경우가 발생될 수 있겠습니다.,m
상품받고 2번 정도 신었는데 앞부분이 조금 트더진 걸이제야 발견했네요 어떡하죠?,m
저희 측에 보내주시면 확인하여 처리도와 드리겠습니다.,m
어젯밤에 와서 오늘 착용하려고 하는데 이 음새가 끊어졌는데 어떻게 처리되나요?,m
제품 사진을 촬영하시어 11톡으로 보내주시면 확인 후 답변 드리겠습니다.,m
뚜껑 열 때 다 넘어가는 게 아니라 살짝 걸쳐지는데 원래 이런 건가요?,m
해당 제품의 캠 부분이 새 제품이라 뻑뻑하여 넘어가지 않는 것 같습니다. 조금 사용하시다 보면 부드러워지고 자연스럽게 넘어가게 됩니다.,m
아무것도 떼지 않았기에 망정이지가방이 열리지가 않는데요?,m
주문하신 상품 가방 오픈은 앞에 잠금장치 진 주 장식을 안쪽을 가볍게 밀면 열립니다.,m
규정상 맞교환은 불가능합니다 한진택배로 착불로 보내주시면 확인 후 처리 가능합니다.,m
그림 그려진 검은색 선이 점점 지워지는데 정상인 건가요?,m
소재는 변색이 없지만 검은 칠이 지워지는 건 착용하시면서 사용감이 생겨서 그럴 수 있습니다.,m
아무짓도 안 했는데 자다가 빠진 거면 제품 하자 아니예요?,m
고객님께서 착용하신 상태에서 주무시다가 빠지셨다고 하셨기 때문에 수리는 가능하나 비용을 부담해 주셔야 하십니다.,m
21번 제품을 사이즈 교환 받았는데 큐빅 있는 곳에 구멍이 뚫려 있네요 원래 이렇나요?,m
우선 불편함 드린 점죄송합니다.,m
외부착화 없는 새 상품 그대로라면 교환 가능합니다. 마켓 교환요청하셔서 지정 택배 통해 물품 보내주세요.,m
Y 237MH 인가회색 샀는데 사진은 일반 볼캡인데 제가 받은 거 사진이랑 다르게 챙이 완전 일자에 스냅백에 가까운 거 같은데 원래 그런 건가요?,m
문의 주 신제품은 스냅백처럼 완전한 일자 챙이 아니며 개인 취향대로 캡 부분을 구부려 사용하실 수 있는 제품이랍니다.,m
물건 잘 받았었는데 팬티스타킹을 신고 또 신고 빨면 물이 빠지는데요 이번엔 착오 없길 바래요 왜 한 번 입고 빨면 물이 빠져서 얼룩이지는 겁니까?,m
유연제 처리를 2번 하기 때문에 처음 세탁시 약간의 물 빠짐이 있을 수 있습니다.,m
골드체인은 괜찮은데 블랙의 BB08 체인은 왜 그렇게 많이 꼬이는지 그냥 한 줄로 서서 들고 있어도 체인이 꽈베기처럼 혼자 꼬이던 데 원래 그런 건가요?,m
네 고객님께서 구매하신 골드 체인 같은 경우는 체인링과 링 사이에 홈이 있어서 자리가 잘 잡혀 있어서 꼬임이 없지만 BB 08 같은 경우는 홈이 없이 링과 링끼리 연결이 되어 있어서 그런 현상이 발생할 수 있습니다.가 방끈으로 사용하시는 데는 지장은 없답니다.,m
밑창 떨어진 불량이라고 했는데 또 떨어진 거보내나?,m
수거접수 예약해드렸으며 배송받을 때와 같은 방식으로 포장을 해주시면 감사하겠습니다.,m
먼저 죄송하다는 말씀드립니다. 물건 보내주실 때 제품 하자 부분을 적어서 박스 안에 동봉하여 보내주시면 저희가 확인 후 다시 보내드리겠습니다.,m
이 시계는 초침이 눈금에 딱 안 맞는 게 정상인가요?,m
보통 쿼츠 시계의 경우 초침기어간의 유격 때문에 정확하게 인덱스와 일치하기가 힘듭니다.,m
14K 도금으로 했는데 벗겨짐 정도가 좀 심함 것 같아요 어떻게 해야 하나요?,m
착용한 지 얼마 되지 않으셨는데 빠르게 변색이 되신 거 같아요.,m
모아드 주문해서 받았는데 원래 신발 안에 밑창이 떨어지는 건 가용?,m
깔창 분리형이세요,m
비닐 같은 게 껴 있는 것도 그럼 정상인가요?,m
먼저 비닐 관련된 부분은 저희가 무상 수선 처리도와 드릴 수 있는 부분인 것 같습니다만 사진상으로는 정확한 부분 확인이 어려워 저희도 일단 상품을 받아봐야 정확히 어떤 부분인지 알 수 있을 것 같아서 먼저 받으신 주소로 회수 접수해 드려 기사님 1 - 3일 이내 방문 예정이시니 그대로 포장하시어 전달부탁드립니다.,m
기존에 쓰던 목걸이가 있는데 자꾸 머리카락이 걸려서 체인을 바꿀까 합니다.요 제품도 머리카락이 걸릴까요?,m
해당 목걸이는 기본 사슬형 체인으로 가운데 원형 부분 빼곤 모두 촘촘히 연결이 되어 있어서 머리카락이 걸리거나 그러시진 않을 거에요.,m
문의 드려요 3번 NYC 모자는 전 부품절인가요?,m
해당 상품 품절되었습니다.,m
상품받고 3 - 4회 신었는데 왼쪽 신발끈 공정하는 고리가 부러 어요 상품하자인가요?,m
상담 완료된 주문건으로 확인됩니다 다른 문의사항 있으실 경우 재문의 부탁드립니다.,m
랑방슬리퍼는 7과 10CM 가 있는데 구매 선택란에는 높이 선택이 없네요. 7CM 주문하고 싶은데 어떡해야 하나요?,m
옵션 수정하였습니다. 7CM 선택 가능하십니다.,m
캐리어를 주문했는데 노란색이 없는데 이건 원래 그런 건가요 아니면 불량인가요?,m
주문하신 모델이 6504EP 28인치 시군요. 그게 최근 신형인데요.,m
궁금한 게 있는데요 그저 껜가 도착한 거 오늘 써봤는데 우산대에서 왜 빗물이 줄줄 세는 거죠?,m
판매 중인 모든 우산에는 천원단에 방수발수코팅이 되어 있는데요요즘처럼 한꺼번에 많이 내리는 폭우에는 코팅이 되어 있다 해도 약간의 빗물이 스며들 수 있으니 양해 부탁드립니다.,m
현재 손잡이 끈이 없어 어딘가에 걸 수 없는 상태이며 자동 기능 시켤 때 자꾸 손잡이 가 속 부분이 흔들리며 손잡이를 둔 채 몸체가 총알처럼 튀어나가려 하는 느낌과 내부에서 타닥거리는 두 번의 소리가 나고 그것 때문인지 그냥 하자 인지물도 몇 방 울씩 중앙에서 새는 데 AS 같은 것이 있습니까?,m
교환/반품 중 원하시는 처리를 말씀해 주시면 최대한 빠른 처리드리겠습니다.,m
받자마자 알 빠짐 다행인지 집에서 착용하던 중 큐빅이 빠져서 잃어리진 않앗지만 이건 분명한 두 번 차면 알 빠져서 잃어버릴 듯 억지로 끼워 넣어 지만 흔들거림 어찌해야 할까요?,m
분실 부분 없을 경우 무상교환 반품 처리 가능하며 원하시는 처리 방법 말씀해 주시면 빠른 처리도와 드리겠습니다.,m
환불 처리해드렸습니다. 확인해 보시기 바랍니다.,m
저희 검수 열심히 해서 보내드리고 있습니다. 녹시 있다.,m
왜 저는 레인 커버를 안 주셨나요?,m
레인 커버는 캐리어 오픈하여 상부 그물망 지퍼 안쪽에 있습니다. 다시 한 번 확인요청 드립니다.,m
어떻게 된 건지요?,m
12시 이후 변경요청해주셔서 상품 변경 없이 출고되었습니다. 차후 추가적으로 문의사항이 생기시면 상품Q A에 접수해주세요.,m
주문한 사람입니다. 상품에서 상한우유 냄새 같은 게 나는데 뭐가 어떻게 된 거죠?,m
새 상품이 출고되고 있으며 제품의 특성상 제작 과정이나 원단 등에 따라 서로 다른 냄새가 날 수 있는 점 양해 바랍니다.,m
상품 구매 햇는데 수량이 없는 건가요?,m
평일 기준 8 - 9일 주말 포함 10 - 12일 정도가 소요되고 있습니다. 이상 없이 주문 접수되었으며 배송일에 맞게 배송 완료하도록 하겠습니다.,m
반품 처리해드렸습니다.,m
신은 지 하루 만에 1067 - 3구두밑 창 분리되는데 불량인 건가요?,m
좋은 주말 되세요.,m
상품 보내드렸는데 오른쪽 앞코가 갈린 거?,m
상품 2차 검수 중으로 불량 상품 확인 후 반품 진행도와 드리도록 하겠습니다.,m
바닥은 울퉁불퉁하고 이런 신발을 신으라고 보내신 겁니까?,m
반품 사유동봉해서 CJ대한통운으로 보내주세요 받고 불량 확인 후 처리해드리겠습니다.,m
문의전에 산건 녹슬거나 하지 않았는데 신발에 리폼 후 하루 만에 녹이 슬어서 양말죄다 버렸어요 원래 녹이 스는 건가요?,m
네 가시발로 된 종류 중에서 몇 종류는 재질이 철인 것들은 녹 가능성이 있습니다.,m
제품에 사이즈가 없는데 어떡해 해야 해요?,m
저희 제품은 단일 사이즈입니다,m
제품 뒷면에 봉제선이 있는 게 정상인가요?,m
뒷면에는 중앙에 봉제선이 있습니다.,m
작게 나온 제품이 아니며 도소매 다하고 있다고 말씀하신 뜻은 제품에 전혀 문제가 없다라는 말씀으로 이해해도 되는 건가요?,m
저희가 그냥 반품 처리해드리겠습니다. 기사님 보내드릴 테니 오시는 기사님께 상품주시면 됩니다.,m
우레탄 줄 추가했는데 우렌 탄줄 1개랑 비즈랑 비닐에 든 줄 몇 개 있는데 기본 구성이 비즈랑 비닐 팩에 들어 있는 줄 이렇게 맞나요?,m
구매해주신 상품 기본 구성 줄 3종과 비즈가 맞습니다.,m
46번 완자동 남성우산구입했는데 우산이 전체적으로 위아래 꿀렁이는 느낌이 있어요완자동이랑 고정 걸림고리가 없어서 그런 건가요?,m
상품팀에 문의해보니 완 자동 상품 부드럽게 펼쳐지게 하기 위해 그렇게 제작되었다고 하십니다.,m
주문해서 처음 써봤는데 쓰면 줄줄 내려가요. 피팅 안경점 갓더니 산 곳이 아니면 안 해쥰다는데 어케할까요?,m
안경점 다른 곳에도 방문하여 보시기 바랍니다.만약 상품방지텍 제거 없으시면 구성품 누락 없이 보내주시면 교환이나 반품도 가능합니다.,m
가죽이 좀 우글거리는 느낌이 있는데 원래 그런 걸까요?,m
네 고야드 세나클러치 제품의 경우 전 공정 핸드메이드 제품이라 재봉선 부분이 살짝 울게 제작되는 경우가 많습니다.,m
실버 7돈짜리 어제 사용했는 대 하루 사용했는 대 너무 껌해져서요은은 올래 이런 가요?,m
은 제품은 공기 중 노출 혹은 땀에 의해 변색이 됩니다. 땀이 많이 나는요즘엔 변색이 조금 더 빨리 되기도 합니다.,m
옵션 20신발의 돌리는 다이얼이 고장 나는데 고칠 방법이 없을까요?,m
다이얼은 A/S 가능합니다 주소지로 택배기사님 방문할 수 있도록 접수해드렸습니다.,m
원래 상품이 잡고 한 발짝만 걸어도 열리는 게 정상인 제품인가요?,m
아니요 바로 반품 신청해 드리겠습니다. 설 연휴 라 반품 수거는 설 연휴가 끝나고 2월 3일 날 가능할 듯합니다.,m
카르모나 제품 28인치 구매했는데.원래 손잡이가 덜컹덜컹거리나요?,m
캐릿대의 경우 제조사나 브랜드마다 조금씩 차이는 있겠지만 기본적으로 약간의 흔들림은 있습니다.,m
번호 두 개 메모했는데 글씨가 안 보 일 정도로 작아 지나요?,m
고객님께서 주문해주신 미아방지 제품은 번호 2개각인 시 1개각인 한 것보다는 아무래도 조금 글씨 크기가 작게 느껴지실 수 있습니다.,m
RB2140 F 901 이라고 하셨는데요. 착용하는 데 하자는 없나요?,m
착용하시는데 지장이 있는 하자 상품이 아닙니다. 단지 저희가 배송 전 검수 과정에서 프레임에 스크래치나 찍힘 자국 등이 발견된 모델들입니다.,m
케리어가방에 비닐이 안 붙어져 있네요?,m
레트로랑 오리지날 제품은 보호필름이 따로 없는 제품입니다,m
비밀번호가 000으로 되어서 왔는데도 안 열리네요 어떻게 열어야 하나요?,m
문자로 영상 보내드렸습니다.,m
코패드가 흔들 거려요원래 흔들리나요?,m
그건 흔들려야 금속 부분을 교정하지 않아도 코에 안정적으로 안착되어 착용감이 좋습니다.,m
주문했는데 라운드 부분이 안 맞고 튀어나가네요 그냥 튀어나가는 부분 오려 내려고 하는데 접착력 떨어질까요?,m
보통 실측시 위치를 잘못 잡거나 또는 설명서상의 사이즈로 주문으로 오주문이 많은 편입니다.,m
신발장에 넣으려고 사이즈 스티커도 깔끔하게 떼고 장식에 지문 자국 나서 닦는 도중에 발견했는데요 장식 아래 본드 자국 원래 있는 건가요?,m
착화하신 상품은 교환은 안 되고 수선은 가능합니다 택배사로 교환 접수해서 발송해 주시면 도착 후 교환 또는 수선해서 발송해 드리겠습니다.,m
1+1 상품으로 왔는데 하나가 불량이네요 어떻게 하나요?,m
불량 사유 확인해주시면 처리 안내도와 드리겠습니다.,m
배송이 상하네 여배송 5일 떴는데 오늘도 군포에 멈춰서 꼼짝 안 하는데 혹시 보내신 거 맞으신지여?상품 보고 원단괴안으면 더 주문할려고 하는데 오늘도 안 오는 건지 여?,m
05일 출발했는데 계양지점에서 하루 지연된 거 같습니다 그래서 오늘 군포에서 분류 작업 중으로 조회가 되네요.,m
캐리어 손잡이 위로 올리면서 1단 2단 고정이 되는 게 아니라 끝까지 올렸다가 한 단씩 내려야 고정이 되네용 원래 그런 건가요?,m
네 말씀하신 대로 2단으로 끝까지 올린 상태에서 1단으로 해야 1단에서 고정됩니다.,m
다음 주문건은 꼼꼼히 검수 후 빠른 배송해 드리겠습니다.,m
헉시 새로 업뎃 안 되나 융? 더 많은 제품 한 번에 보고 싶은데 업느 거 같애서요,m
사정상 현재 아직은 추가 신상 업데이트가 되지 않았으며 추후에 추가하도록 하겠습니다.,m
제문의 왜 무시하세요?,m
현재 업체 휴가와 공휴일이었던 관계로 반품 및 교환 처리가 지연되고 있었으며 고객님들께 순차적으로 처리를 도와드리느라 신속한 답변 드리기 어려웠습니다.,m
우산세 개 삿는 대하나가 접히지 않아요 어떻게 하나요?,m
교환이나 반품 신청주시기 바랍니다.,m
제가 남자친구 꺼랑제 꺼 2개 같은 상품 다른 사이즈를 주문했는데요 남자친구 꺼는 아래 깔창이 있던데 왜 제껀 없죠?,m
주문하신 상품은 깔창 두 가지 버전으로 깔창이 있고 없고 랜덤으로 발송됩니다.,m
미아토트 백 크림 그레이 색상 스크레치 어디 쪽이 난거에요?,m
제품 바디 부분 스크래치입니다.,m
신발 뒷부분 마감 처리가 제대로 안 되어 있는 거 같은데다 이런 가요?,m
혹시 스티치 부분으로 문의하시는 거라면 그 부분은 불량이 아닙니다 실이 약간 떨어져 있어도 상품에는 아무런 이상이 없는 것입니다이 부분 때문이 아니라면 불량 내용 메모 하셔서 보내주시기 바랍니다.,m
걸을 때마다 뽀드득 소리가 너무 심하게 나는데 원래 이런 가요?,m
신발 안쪽에서 소리가 발생된다고 하면 문제일 수는 있지만 신발 바닥에서 걸으면서 소리가 난다는 것은 신고 계시는 바닥재질에 따라서 소리는 날 수 있을 듯합니다.,m
캐리어 결함이라는 표시가 안뜨는 거는 안 되는 건가요?,m
여행가방에 캐리어 결합이라고 기재되어 있는 상품만 캐리어와 결합이 가능한 상품이며 기재되어 있지 않은 상품은 일반입니다.,m
코타햇 받았는데 원래 머리 부분이 별 같은 모양인 가요?,m
저희 쪽으로 교환 및 반품 접수 후 상품 안에 사유 메모 동봉해서 보내주시면 입고 확인 후 빠른 도움드리도록 하겠습니다.,m
LCWW 18 I026 샌들은 발 뒤에 거는 끈 쪽이 많이 헐렁한 데 버클도 없어서 혹시 가까운 매장 가면 조여줄 수 있나요?,m
송구하게도 구입하신 상품은 밴드 형태의 상품으로 길이 조절이 불가피한 점 양해 부탁드립니다.,m
제가 잘못 란 건가요?,m
상품 변경은 없었습니다. 간혹 상품이 많아서 주문을 잘못하시는 경우도 있습니다.,m
판매자님 양말이 왜갯수가 안 맞아요?,m
미수령하신 상품 정확한 디자인 컬러 명 알려주시면 동일한 주소지로 추가 출고 처리하겠습니다.,m
타미 동전수납 반지갑을 오늘 배송받았는데요지갑 앞부분 중간에 3 - 4CM 만한 기스가 있었어요. 선물용이라 그냥 줄 수도 없고 제품 교환 어떻게 하나요?,m
교환 접수 하시면 됩니다. 교환 접수 하시면 자동으로 택배회수 접수까지 진행되오니 따로 택배 접수는 하실 필요가 없습니다.,m
사용하다가 심지가 살짝 낮게 나와서 화력이 약한가 싶어서 집게로 뽑는다는 게 그만 너무 많이 빼 올려서 횃불처럼 불이 치솟아 오르는데 이거 어 떡해야 할까요?,m
예조금 잘라서 쓰시면 문제없을 듯합니다.,m
알도 제품 구매하려고 상품명 보고 검색했는데 물품명에 없네 여?파는 제품 아닌가요?,m
일시품절된 제품은 판매목록에서 제외되세요.,m
듀퐁 안경테가 있던 거 같은데다 사라졌네요 이 제안나오나요?,m
현재 품절 인 상품은 구매가 어려운 점 양해 부탁드립니다.,m
사이즈는 개인차가 있기 때문에 정확한 안내가 어려워 저희 쪽에서 치수를 기재해 놓은 부분으로 확인됩니다.,m
여성 미니토트백 가방 고리가 떨어져서 없이 왔는데 박스에도 떨어진 고리조차도 없으면 애초에 그냥 하자 상품을 그냥 보내 신 건가요?,m
해당 주문건 당일 회수 접수하였으며 고객님께서 반품인지 교환인지 말씀해 주시면 그대로 처리도와 드리겠습니다.,m
동본된 길이 조절툴로 줄여보려 했는데 이핀의 높이도 맞지 않고 내구성이 약해 바로 부러지더군요이거 어떻게 길이 조절 툴 다시 보내주실 수 없나요?,m
윽 설명이 좀 부족한 부분이 있었던 거 같습니다. 높이가 안 맞는 건 오른쪽 부분 핀을 돌려서 받침대를 빼고 줄여야 합니다.,m
5월 21일 구매했습니다 자꾸 시계가 멈춰요약이 불량인 건가요?,m
배터리 문제인 듯합니다. 배터리는 무상으로 교체가 가능하십니다.,m
반지싸이즈 때문에요순금 기본링반지 14.5를 끼는데 여긴 주문할 때 싸이즈가 없어서요. 어떻게 해야죠?,m
국내에서는 시중에 반지 홋 수와 당사의 반지 홋 수가 같습니다. 대부분의 국내 판매업체의 반지 홋 수는 동일합니다.,m
20번 헤이너별 장식을 구매했었는데 신을 때마다 신발 밑창이 자꾸 벚겨지는데 왜 그러요?,m
문의주 신상품은 분리형 키높이 깔창이다보니 신고 벗을 때 밑창이 분리되는 거 같으세요.,m
일단 사진도 찍어놓았습니다 제가 손으로 잡고 뜯은 것도 아니고 이것은 제 잘못인가요?,m
봉제선이 혹시라도 풀릴까봐 풀리지 않토록 한 가닥 굵은 실로 시침한 부위를 말하는군요.,m
저기요저한테 보낸 게 정상 제품이라 구요?,m
착용 만족도는 개인차가 있을 수 있는 부분으로 반품 배송비 부담 없이 처리가 어려운 점 양해 부탁드립니다.,m
이게 다들 뭐하는 짓이죠?,m
영업일 기준 1 - 2일 내로 기사 방문할 예정입니다.,m
카드 넣다가 카드가 흠집도 났는데 설마 원래 이런 상품인가요?,m
상품 제작 시 가격 대비 편의와 실용성 염두하여 제작될 수 있도록 담당자 측 전달하겠습니다.,m
시계 글라스 재질 저번에 카시오 시계 구입했는데 글라스 잔기스 장난 아니더라고요 혹이 물건은 어떤지 궁금해요?,m
요즘 시계들은 대부분 플라스틱 재질에 글라스들로 나옵니다. 여기에 있는 시계들도 플라스틱 재질입니다.,m
5인치 스마트폰이 안 들어갑니다 정상인 건가요?,m
현재 저희 재고의 주머니도 확인한 결과 5인치 스마트폰이 안 들어가는 사이즈입니다.,m
지갑 끝에 쇠 있는 부분이 옆에 조금 긴 부분처럼 밀착이 안 되어 있어서 살짝 눌렀는데 부숴져버리네요 어찌해야나요?,m
교환제품 금일 출고 드리겠습니다 파손된 제품은 파기해주세요.,m
원터치 이상 한쪽만 원 터치가 잘 안 돼요 헐거워서 힘 안 줘도 쉽게 열려요 이거 어떻게 해야 하나요?,m
새 상품으로 준비하여 불량 상품과 맞교환 처리해드리겠습니다. 새 상품은 내일 준비되어 택배로 발송될 예정이며 맞교환은 5/1 - 5/2일에 진행될 것 같습니다.,m
상품 문의요 옵션 A 중 챙 3개 구매했는데요겉에 있는 스티커를 조심해서 띠었는데 3개 모두 다기포가 생겼네요 불량인가요?,m
스티커를 띈 후에 보이는 기포는 실제 필름이 아니구요 필름에 기스가 나지 않도록 저희가 임시로 붙여놓은 임시 비닐입니다.,m
신발 255MM 주문했는데요 이건 커도 너무 큰데요?,m
고객님마다 느끼는 사이즈와 운동화 구두 등 신발마다 사이즈가 조금씩 차이가 납니다.,m
A3 MQ24 에서 7B 2 모델로 샀는데 시간도 안 맞춰져 있고 한글 설명서가 없어서 그런데요 이거시계 시간 어떻게 바꾸나요?,m
시간은 맞춰서 보내드리고 있는데 안 맞춰 셔 있었다 니 죄송합니다.,m
이미지상 버클이 한쪽으로 로고가 되있는데 제꺼한 쪽이 불량인데요?,m
불량으로 교환 및 환불이 가능하며 현재 주문 자 정보가 확인되지 않아 접수를 도움 드리기 어렵습니다.,m
굽에 못 이 겉으로 박혀 있는데 혹시 불량인가요?,m
불량이 아닙니다.,m
프리즘스왈로브스키 목걸이 줄이 끊어졌는데 목걸이 줄이 끊어졌는데 어떻게 해야 하나?,m
실버체인의 경우 체인 중간이 끊어지셨을 경우에는 땜이 안 되기에 AS가 불가하여 체인만 새로 교체하셔야 합니다.만약 체인 연결 장식 부위의 끝부분이 떨어진 것이라면 다시 연결하여 드릴 수 있기에 상품을 보내주시면 바로 AS하여 보내드리겠습니다.,m
클러치에 손잡이가 원래 없는 건 아니죠?,m
네오늘 발송하겠습니다.,m
슬림백팩을 받았는데 왜 사진에는 가방 앞에 하얀 글씨가 있는데 이 가방엔 없는지 궁금한데 혹시 다른 제품인가요?,m
슬림백팩이 고객님들의 의견을 반영하여 로고 없는 상품으로 입고가 되었습니다.,m
주문했는데 스크래치 많이 심한 가요?,m
미세하게 스크레치가 있는 제품입니다.,m
위아래 모두 850으로 설정했는데 위에 가 밑에 보다 확연하게 빨리 돌아가는데 원래 이런 가요?,m
계 무게에 따라서도 방향 속도가 살짝 상이할 수 있습니다,m
두 군데가 불량인데 확인 전혀 안 하고 보내 시나요?,m
접수요청 하구요 확인 후 처리요청하겟습니다.,m
머리 사이즈 이전에 금속테를 샀는 대머리 사이즈가 커서 안경 알 사이에 다리가 휘고 너무 조여서 머리가 아플 지경이였는 대 이것도 늘어나거나 머리가 커도 조정이 가능한가요?,m
옵션 1번 제품이 조금 크게 나오긴 했으나 혹시 모르니 기존 안경 사이즈와 비교 후 구매해 주시는 게 좋으실 듯합니다.,m
그냥 쓰려고 했는데 상품 자체도 고장인 거 같네요?,m
금일화이트 색 상품절되어 8월 23일 입고 예정입니다 입고되는 즉시 재출고하겠습니다.,m
며칠 안 신었는데 발바닥대는 천 부분 하고 깔창이 떨어지는데 원래 이런 건가요?,m
물에 젖을 경우 접착력이 약해질 수 있습니다. 받으셨던 주소지로 택배 회수 접수 진행해드렸습니다.,m
이 물질이라고 해야 하나?,m
헨드 메이드 제품이나 보니 아주 간혹 그러한 부분이 있으신 거 같습니다. 오늘 19일 빠른 맞교환 처리 접수하여 내일 20일 맞교환될 수 있도록 빠른 접수를 하겠습니다.,m
누락되었었는데 뒤늦게 알아서 환불로 처리해드린 듯 합니다고 의로 그런 건 아니구요.,m
녹로와 받침살 쪽이 펴진 상태서 움직이는 건데 우산 두 개 중 한 개만 그렇고요 움직이는 게 정상이면 안 움직이는 우산은 먼 가요?,m
옵션 7번 제품이 다른 상품들도 다 동일합니다. 다 동일하므로 말씀하신 사유로는 교환 반품이 불가합니다.,m
줄자로 재보니까 240밖에 안 되는데 혹시 스티커가 잘못 붙은 건 아닐까요?,m
앨리스 제품은 바닥에 245사이즈가 LLL로 찍혀 있는 제품이 세요 바닥 한 번 확인해 보시고 다르시면 사이즈가 잘못 붙은 경우인 듯하니 교환 처리해드리겠습니다.,m
10월 17일에 배송 와 서 토요일 일요일 2일 신었는데 바느질이 풀어졌어요. 이거 어떻게 해야 하나요?,m
아 죄송합니다.,m
안경테와 다리 사이 금속에 누런 가루가 잔뜩 껴있는데 이건 뭔가요?,m
안경 다리 비닐은 한쪽만 끼워져 보내집니다. 제품의 스크레치는 교환/반품 가능하므로 텍 제거/구성품의 누락 및 훼손없이 반송 바랍니다.,m
고객 평에 약간 어지러운 면이 있다고 하는데도 수가 있는 건가요?,m
네 도수는 없습니다. 간혹 편광렌즈가 약간 어지럽다고 하시는 분들이 계시는데 선글라스의 문제는 아닌 거 같습니다.,m
발볼은 조절이 되는데 길이 조절하는 게 시계방향으로 돌리든 반대로 돌리기도 전에 앞뒤로 왔다 갔다 해요 조절도 안 되고 원래 이렁 건가요?,m
길이 조절하는 건 월레 고정이 되는 게 아닙니다. 검은색 반달 모양을 신발 뒷꿈치 부분에 오게끔 하여 세우 두는 용도로 고정이 되면 검은색 반달 모양이 움직이질 않습니다.,m
상품 옵션1을 선택해서 받았는데 테가 좀 약해서 하나 더 주문하려는 데 품절 안경 알이 44 - 50인데 맞는 테가 없는데 어쩌죠?,m
